Month,Reported by,Falls within,Easting,Northing,Location,Crime type,Context
2011-02,West Midlands Police,West Midlands Police,393700.0,289868.0,On or near Westley Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,393854.0,290115.0,On or near Oxford Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,391722.0,293542.0,On or near The Priory,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,391865.0,293706.0,On or near Whitesmiths Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,391723.0,291618.0,On or near Ruiton Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,394292.0,291581.0,On or near Beech Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,428725.0,278127.0,On or near Greswold Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,432792.0,276033.0,On or near Lonscale Drive,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,434063.0,276706.0,On or near Bettman Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,435035.0,277031.0,On or near Riverside Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,437355.0,277428.0,On or near Walton Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,432679.0,279254.0,On or near Barras Lane,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,433206.0,281470.0,On or near Outermarch Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,432556.0,281154.0,On or near Foster Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,433467.0,283238.0,On or near Park Avenue,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,434004.0,282993.0,On or near Leyburn Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,434807.0,283026.0,On or near Ellerman Gardens,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,434544.0,284099.0,On or near Bramwell Gardens,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,435830.0,283885.0,On or near Linstock Way,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,433959.0,281089.0,On or near Gressingham Grove,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,434439.0,281201.0,On or near Morey Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,433930.0,281509.0,On or near Heera Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,434406.0,281063.0,On or near Francis Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,433848.0,280127.0,On or near Leicester Causeway,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,434668.0,278753.0,On or near St. Margaret Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,391400.0,299608.0,On or near North Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,388651.0,296865.0,On or near Leasowes Drive,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,390513.0,297871.0,On or near Lime Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,392828.0,294979.0,On or near Mount Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,393553.0,297093.0,On or near Junction Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,392186.0,298451.0,On or near Walsall Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,391477.0,296725.0,On or near Wanderers Avenue,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,394595.0,300033.0,On or near Bolton Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,396187.0,302353.0,On or near Coppice Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,396206.0,301712.0,On or near Newey Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,390662.0,302191.0,On or near Hampton Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,393902.0,301303.0,On or near Long Mill South,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,391782.0,304261.0,On or near Broadlands,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,392330.0,302676.0,On or near Hatherton Gardens,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,399814.0,297130.0,On or near Slaters Lane,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,401367.0,298776.0,On or near Hatherton Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,401109.0,299004.0,On or near Stafford Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,400168.0,297954.0,On or near Pleck Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,396846.0,297096.0,On or near Whitehouse Avenue,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,397342.0,296512.0,On or near Mill Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,397934.0,301224.0,On or near Cranmer Avenue,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,397180.0,296495.0,On or near Hewitt Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,397497.0,297764.0,On or near Consort Drive,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,399434.0,302119.0,On or near Signal Grove,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,401656.0,300837.0,On or near Ryecroft Place,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,400375.0,301992.0,On or near Penn Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,400799.0,301888.0,On or near Ingram Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,400560.0,301364.0,On or near St. Clements Avenue,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,407978.0,297005.0,On or near Valentine Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,406455.0,298225.0,On or near Beacon Hill,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,402722.0,301027.0,On or near Lichfield Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,404524.0,299801.0,On or near Bosty Lane,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,400485.0,291213.0,On or near High Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,400027.0,292471.0,On or near Abbey Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,400363.0,290308.0,On or near Gill Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,400363.0,290308.0,On or near Gill Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,399672.0,290573.0,On or near Westbourne Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,404408.0,295676.0,On or near The Grove,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,397807.0,294524.0,On or near Bannister Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,394900.0,291997.0,On or near Castle Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,396705.0,292090.0,On or near Howard Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,396407.0,291546.0,On or near Tudor Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,396184.0,293941.0,On or near Rushmere Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,397054.0,293192.0,On or near Walker Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,400682.0,295900.0,On or near Sussex Avenue,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,401415.0,289152.0,On or near Draycott Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,402771.0,288569.0,On or near Baldwin Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,403111.0,288126.0,On or near St. Matthews Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,402031.0,288223.0,On or near Coopers Lane,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,400759.0,286492.0,On or near Pheasant Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,402377.0,286363.0,On or near Drayton Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,396572.0,289613.0,On or near Quarry Rise,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,396635.0,290238.0,On or near Birch Crescent,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,398974.0,287083.0,On or near Pound Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,396078.0,286795.0,On or near Garratts Lane,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,400811.0,286747.0,On or near Broadmoor Avenue,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,397476.0,286905.0,On or near Britannia Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,414928.0,279395.0,On or near Homer Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,415798.0,280540.0,On or near Cornyx Lane,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,415852.0,280642.0,On or near Heath Gardens,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,415543.0,280769.0,On or near Anchor Lane,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,415585.0,280920.0,On or near Wharf Lane,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,433725.0,278761.0,On or near Much Park Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,432748.0,278910.0,On or near Meadow Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,433395.0,279153.0,On or near Cross Cheaping,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,434716.0,280026.0,On or near Newnham Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,432663.0,278584.0,On or near Upper York Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,434055.0,279532.0,On or near Charles Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,432932.0,279038.0,On or near Spon Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,433130.0,279121.0,On or near Corporation Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,405523.0,288301.0,On or near Hurdlow Avenue,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,404558.0,287903.0,On or near Lansdowne Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,403830.0,287151.0,On or near Hannafore Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,409196.0,289147.0,On or near Nechells Park Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,409024.0,286106.0,On or near Barnford Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,404595.0,287556.0,On or near Willow Gardens,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,406004.0,288077.0,On or near Hylton Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,406067.0,286233.0,On or near William Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,403678.0,281124.0,On or near Charfield Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,405127.0,281238.0,On or near Oxford Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,405669.0,280491.0,On or near Beilby Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,405669.0,280491.0,On or near Beilby Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,405669.0,280491.0,On or near Beilby Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,404361.0,279584.0,On or near Redwood Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,409076.0,279443.0,On or near Regency Gardens,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,402236.0,282176.0,On or near Weoley Castle Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,399788.0,277346.0,On or near Ashill Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,405235.0,278261.0,On or near Pleck Walk,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,403199.0,277373.0,On or near Grange Walk,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,405147.0,278899.0,On or near Shortlands Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,404436.0,277440.0,On or near Thistle Green,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,404170.0,277772.0,On or near Dee Grove,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,404386.0,277954.0,On or near Wansbeck Grove,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,401296.0,284467.0,On or near Woodhouse Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,412880.0,292081.0,On or near Saltney Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,410485.0,292033.0,On or near Robin Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,409754.0,290341.0,On or near Powick Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,410598.0,291258.0,On or near Cecil Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,410764.0,291113.0,On or near Sycamore Crescent,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,409565.0,291558.0,On or near Kings Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,411694.0,292370.0,On or near Orphanage Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,412598.0,292538.0,On or near Hayes Grove,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,415933.0,288945.0,On or near Enford Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,415162.0,287020.0,On or near Foxdale Grove,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,412039.0,289644.0,On or near Sprig Croft,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,411448.0,289048.0,On or near Ingleton Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,413042.0,289573.0,On or near Collingbourne Avenue,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,412713.0,288804.0,On or near Douglas Avenue,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,413236.0,289438.0,On or near Millington Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,412634.0,289777.0,On or near Bromford Drive,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,402475.0,282121.0,On or near Princethorpe Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,397706.0,287474.0,On or near Reservoir Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,434243.0,282595.0,On or near Crown Green,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,405312.0,286229.0,On or near Francis Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,395529.0,296855.0,On or near Bevan Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,416014.0,286437.0,On or near Pitfield Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,406955.0,285397.0,On or near Belgrave Middleway,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,393882.0,289369.0,On or near Blowers Green Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,413376.0,287862.0,On or near Harrowfield Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,413949.0,287024.0,On or near Deepmoor Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,410940.0,285313.0,On or near Ravensdale Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,412912.0,284821.0,On or near Warwell Lane,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,401497.0,297878.0,On or near Newhall Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,398954.0,283740.0,On or near Lydate Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,413284.0,279447.0,On or near Claverdon Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,412013.0,288208.0,On or near St. Josephs Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,412771.0,296517.0,On or near Rectory Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,401109.0,299004.0,On or near Stafford Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,396362.0,296114.0,On or near Watson Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,398065.0,296790.0,On or near Latches Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,397617.0,298732.0,On or near Wolverhampton Road West,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,398315.0,299627.0,On or near Poplar Avenue,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,399300.0,300757.0,On or near Fleming Place,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,399223.0,302116.0,On or near Central Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,400993.0,299686.0,On or near Wiltshire Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,401278.0,301105.0,On or near Oakwood Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,401199.0,302128.0,On or near Wye Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,399801.0,302116.0,On or near High Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,401182.0,301463.0,On or near Masefield Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,404680.0,303603.0,On or near Coppice Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,403142.0,306736.0,On or near Kennet Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,405615.0,302153.0,On or near Jessie Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,401011.0,291023.0,On or near Legge Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,400998.0,292341.0,On or near Little Lane,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,399215.0,291658.0,On or near Claypit Lane,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,402902.0,295368.0,On or near Brackendale Drive,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,402798.0,295768.0,On or near Redwood Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,403003.0,293926.0,On or near Bishop Asbury Crescent,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,396776.0,292103.0,On or near Keelinge Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,396020.0,293574.0,On or near Wordsworth Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,396414.0,293159.0,On or near Florence Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,400682.0,295900.0,On or near Sussex Avenue,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,402832.0,287425.0,On or near Shireland Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,402059.0,288435.0,On or near Queens Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,401878.0,288823.0,On or near High Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,402135.0,286594.0,On or near Bearwood Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,401811.0,286871.0,On or near Thimblemill Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,396003.0,287611.0,On or near Eagle Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,397292.0,287560.0,On or near Viking Rise,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,398333.0,288040.0,On or near Birchfield Lane,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,415325.0,279629.0,On or near Mill Lane,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,414950.0,279613.0,On or near Station Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,415106.0,278570.0,On or near Chelthorn Way,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,393459.0,286062.0,On or near Woodland Avenue,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,393506.0,286277.0,On or near Charles Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,391117.0,283767.0,On or near Rufford Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,392519.0,284246.0,On or near Love Lane,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,393737.0,284506.0,On or near Park Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,391110.0,285320.0,On or near Cheyne Walk,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,390550.0,285293.0,On or near Vicarage Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,397653.0,284344.0,On or near Mucklow Hill,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,396396.0,283449.0,On or near Wychbury Court,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,396394.0,285157.0,On or near Marquis Drive,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,396352.0,284051.0,On or near Downing Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,389762.0,286725.0,On or near The Poplars,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,388895.0,286924.0,On or near The Green,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,393072.0,287866.0,On or near Narrowboat Way,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,389473.0,288241.0,On or near The Rise,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,389973.0,288229.0,On or near Lerwick Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,389375.0,289234.0,On or near The Village,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,387915.0,289972.0,On or near Albion Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,391678.0,289374.0,On or near Elgar Crescent,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,391609.0,289108.0,On or near School Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,391665.0,289190.0,On or near Hollies Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,391381.0,287872.0,On or near Kerry Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,391846.0,287031.0,On or near High Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,391694.0,287302.0,On or near Talbot Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,392957.0,289496.0,On or near Kenilworth Court,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,392957.0,289496.0,On or near Kenilworth Court,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,393398.0,290670.0,On or near Occupation Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,391865.0,293706.0,On or near Whitesmiths Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,391722.0,293542.0,On or near The Priory,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,391722.0,293542.0,On or near The Priory,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,391863.0,293648.0,On or near Dudley Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,393936.0,291591.0,On or near Bluebell Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,393272.0,291114.0,On or near Highland Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,430007.0,277628.0,On or near Queen Margarets Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,429703.0,278743.0,On or near Elm Tree Avenue,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,429194.0,278933.0,On or near Fir Grove,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,432369.0,276215.0,On or near Kenpas Highway,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,430660.0,275960.0,On or near Tocil Croft,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,433234.0,276672.0,On or near Knoll Croft,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,436392.0,276813.0,On or near Wolston Way,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,436792.0,276825.0,On or near Remembrance Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,436792.0,276825.0,On or near Remembrance Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,436282.0,276997.0,On or near Euston Crescent,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,428721.0,278950.0,On or near Gibbons Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,432748.0,278910.0,On or near Meadow Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,432624.0,278800.0,On or near Vincent Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,431036.0,280617.0,On or near Tarlington Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,432821.0,280529.0,On or near Bede Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,432455.0,279689.0,On or near Duckham Court,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,432989.0,281916.0,On or near Rollason Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,433020.0,282749.0,On or near Peyto Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,433089.0,283155.0,On or near Algate Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,433137.0,282751.0,On or near Leeder Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,438259.0,278353.0,On or near Braddock Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,437685.0,279804.0,On or near Westmorland Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,435054.0,279931.0,On or near Burlington Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,435125.0,279340.0,On or near Villiers Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,435054.0,279931.0,On or near Burlington Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,435281.0,279588.0,On or near Clay Lane,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,436794.0,279455.0,On or near Macdonald Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,436201.0,277985.0,On or near Chatham Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,435944.0,282922.0,On or near Alvyn Smith Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,434082.0,283350.0,On or near Glaisdale Avenue,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,436010.0,282010.0,On or near Sibton Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,434248.0,279618.0,On or near King William Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,434806.0,279340.0,On or near Mowbray Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,433384.0,278684.0,On or near New Union Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,433130.0,279121.0,On or near Corporation Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,405498.0,293485.0,On or near Foden Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,408521.0,293166.0,On or near Crossways Green,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,407449.0,295194.0,On or near Kings Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,404653.0,289457.0,On or near Soho Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,404612.0,289867.0,On or near Chantry Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,389740.0,300782.0,On or near Aldersley Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,388979.0,296524.0,On or near Pinfold Crescent,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,390633.0,297467.0,On or near Lonsdale Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,391946.0,297858.0,On or near Maxwell Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,393134.0,297251.0,On or near Briarwood Close,Anti-social behaviour,
