Month,Reported by,Falls within,Easting,Northing,Location,Crime type,Context
2011-02,West Midlands Police,West Midlands Police,401965.0,286935.0,On or near Reginald Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,393474.0,293913.0,On or near Quilter Close,Other crime,
2011-02,West Midlands Police,West Midlands Police,398333.0,293271.0,On or near St. Pauls Crescent,Burglary,
2011-02,West Midlands Police,West Midlands Police,405611.0,300699.0,On or near Anchor Road,Violent crime,
2011-02,West Midlands Police,West Midlands Police,409624.0,293226.0,On or near Nesscliffe Grove,Violent crime,
2011-02,West Midlands Police,West Midlands Police,409624.0,293226.0,On or near Nesscliffe Grove,Violent crime,
2011-02,West Midlands Police,West Midlands Police,416533.0,288001.0,On or near Dunton Road,Violent crime,
2011-02,West Midlands Police,West Midlands Police,433214.0,278300.0,On or near Station Square,Other crime,
2011-02,West Midlands Police,West Midlands Police,405001.0,304231.0,On or near Peake Crescent,Violent crime,
2011-02,West Midlands Police,West Midlands Police,411730.0,293275.0,On or near Emscote Drive,Other crime,
2011-02,West Midlands Police,West Midlands Police,391382.0,298679.0,On or near Queen Square,Other crime,
2011-02,West Midlands Police,West Midlands Police,394076.0,299852.0,On or near Bentley Bridge Way,Other crime,
2011-02,West Midlands Police,West Midlands Police,392822.0,298539.0,On or near Colliery Road,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,399743.0,287133.0,On or near Silverlands Avenue,Burglary,
2011-02,West Midlands Police,West Midlands Police,399885.0,287971.0,On or near Jackson Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,391906.0,301768.0,On or near Whetstone Grove,Other crime,
2011-02,West Midlands Police,West Midlands Police,403197.0,290526.0,On or near Fell Grove,Violent crime,
2011-02,West Midlands Police,West Midlands Police,394131.0,296441.0,On or near Bagnall Road,Burglary,
2011-02,West Midlands Police,West Midlands Police,396481.0,283176.0,On or near Claremont Way,Burglary,
2011-02,West Midlands Police,West Midlands Police,408009.0,292045.0,On or near Moor Lane,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,417693.0,289077.0,On or near Orkney Croft,Other crime,
2011-02,West Midlands Police,West Midlands Police,411266.0,291922.0,On or near Mason Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,396393.0,290617.0,On or near Hill Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,402067.0,298025.0,On or near Bernard Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,404243.0,288035.0,On or near Bryant Street,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,406365.0,287666.0,On or near Mary Street,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,392719.0,288618.0,On or near Bradford Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,410936.0,291891.0,On or near Sutton New Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,399108.0,288051.0,On or near Amber Drive,Other crime,
2011-02,West Midlands Police,West Midlands Police,395052.0,301053.0,On or near Wright Avenue,Other crime,
2011-02,West Midlands Police,West Midlands Police,393327.0,301794.0,On or near Chesterton Road,Violent crime,
2011-02,West Midlands Police,West Midlands Police,408584.0,290263.0,On or near Electric Avenue,Robbery,
2011-02,West Midlands Police,West Midlands Police,408200.0,293409.0,On or near Hawthorn Road,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,415525.0,287097.0,On or near Waterford Place,Other crime,
2011-02,West Midlands Police,West Midlands Police,389469.0,284036.0,On or near Cross Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,406869.0,285319.0,On or near Murrell Close,Other crime,
2011-02,West Midlands Police,West Midlands Police,396545.0,290888.0,On or near Lissimore Drive,Other crime,
2011-02,West Midlands Police,West Midlands Police,394687.0,295408.0,On or near Udall Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,413469.0,297218.0,On or near Whitehouse Common Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,411379.0,287776.0,On or near Sandbourne Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,401260.0,280430.0,On or near Holloway,Burglary,
2011-02,West Midlands Police,West Midlands Police,410859.0,292197.0,On or near Mona Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,436721.0,282272.0,On or near Deedmore Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,392289.0,300043.0,On or near Prosser Street,Burglary,
2011-02,West Midlands Police,West Midlands Police,417401.0,288202.0,On or near Tile Grove,Violent crime,
2011-02,West Midlands Police,West Midlands Police,407253.0,286248.0,On or near Pershore Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,399512.0,300381.0,On or near Stephenson Square,Violent crime,
2011-02,West Midlands Police,West Midlands Police,396697.0,283152.0,On or near Laurel Lane,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,414757.0,283055.0,On or near Hobs Moat Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,403625.0,284910.0,On or near Rose Road,Violent crime,
2011-02,West Midlands Police,West Midlands Police,393327.0,301794.0,On or near Chesterton Road,Violent crime,
2011-02,West Midlands Police,West Midlands Police,397160.0,289665.0,On or near Grace Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,403404.0,289940.0,On or near Holyhead Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,400681.0,298215.0,On or near Queen Street,Violent crime,
2011-02,West Midlands Police,West Midlands Police,401109.0,299004.0,On or near Stafford Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,401667.0,297114.0,On or near East Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,404213.0,289752.0,On or near Alfred Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,414747.0,296390.0,On or near Goodeve Walk,Burglary,
2011-02,West Midlands Police,West Midlands Police,408586.0,288496.0,On or near Cromwell Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,432041.0,281867.0,On or near Addison Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,403870.0,293352.0,On or near Venning Grove,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,408478.0,284451.0,On or near Ladypool Road,Burglary,
2011-02,West Midlands Police,West Midlands Police,407863.0,292713.0,On or near College Road,Burglary,
2011-02,West Midlands Police,West Midlands Police,389759.0,284273.0,On or near Green Street,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,408677.0,287838.0,On or near Great Francis Street,Burglary,
2011-02,West Midlands Police,West Midlands Police,399221.0,278559.0,On or near Garden Close,Burglary,
2011-02,West Midlands Police,West Midlands Police,417688.0,276203.0,On or near Station Road,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,398453.0,294897.0,On or near Holyhead Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,403843.0,286725.0,On or near Wheatsheaf Road,Burglary,
2011-02,West Midlands Police,West Midlands Police,389025.0,286005.0,On or near Essington Close,Other crime,
2011-02,West Midlands Police,West Midlands Police,410077.0,286402.0,On or near Palace Road,Burglary,
2011-02,West Midlands Police,West Midlands Police,407963.0,278639.0,On or near Myrtle Avenue,Other crime,
2011-02,West Midlands Police,West Midlands Police,392090.0,296397.0,On or near Veronica Avenue,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,411757.0,295641.0,On or near College Hill,Violent crime,
2011-02,West Midlands Police,West Midlands Police,394302.0,296271.0,On or near Hickman Road,Burglary,
2011-02,West Midlands Police,West Midlands Police,407231.0,280709.0,On or near West Mead Drive,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,395341.0,293505.0,On or near Regent Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,414757.0,283055.0,On or near Hobs Moat Road,Burglary,
2011-02,West Midlands Police,West Midlands Police,401353.0,300373.0,On or near Wenlock Gardens,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,393395.0,296945.0,On or near John Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,411562.0,296051.0,On or near Clifton Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,406664.0,286332.0,On or near Blucher Street,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,415972.0,294453.0,On or near Bulls Lane,Burglary,
2011-02,West Midlands Police,West Midlands Police,414284.0,286620.0,On or near Meadway,Other crime,
2011-02,West Midlands Police,West Midlands Police,401783.0,288659.0,On or near Stony Street,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,394867.0,299954.0,On or near Hart Road,Burglary,
2011-02,West Midlands Police,West Midlands Police,396558.0,285301.0,On or near Clivedon Way,Other crime,
2011-02,West Midlands Police,West Midlands Police,400931.0,297963.0,On or near Tasker Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,391726.0,286952.0,On or near Bell Street,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,399384.0,297317.0,On or near Hucker Close,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,400254.0,286663.0,On or near Maple Rise,Other crime,
2011-02,West Midlands Police,West Midlands Police,408129.0,294127.0,On or near Wanstead Grove,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,416702.0,289629.0,On or near Dove Way,Other crime,
2011-02,West Midlands Police,West Midlands Police,406587.0,287747.0,On or near Constitution Hill,Violent crime,
2011-02,West Midlands Police,West Midlands Police,412517.0,279341.0,On or near Solihull Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,394272.0,300608.0,On or near East Avenue,Other crime,
2011-02,West Midlands Police,West Midlands Police,434423.0,278988.0,On or near Far Gosford Street,Violent crime,
2011-02,West Midlands Police,West Midlands Police,407324.0,287227.0,On or near Newton Street,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,402137.0,279907.0,On or near Bell Lane,Other crime,
2011-02,West Midlands Police,West Midlands Police,401404.0,287859.0,On or near Hall Road,Burglary,
2011-02,West Midlands Police,West Midlands Police,395341.0,293505.0,On or near Regent Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,408714.0,292639.0,On or near Millbank Grove,Violent crime,
2011-02,West Midlands Police,West Midlands Police,395053.0,301386.0,On or near Sheila Avenue,Other crime,
2011-02,West Midlands Police,West Midlands Police,393353.0,301637.0,On or near Cannock Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,405044.0,293376.0,On or near Stanford Avenue,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,410940.0,285313.0,On or near Ravensdale Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,406588.0,291341.0,On or near Teddington Grove,Violent crime,
2011-02,West Midlands Police,West Midlands Police,404189.0,284899.0,On or near Harrisons Green,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,402030.0,288025.0,On or near Parkhill Road,Burglary,
2011-02,West Midlands Police,West Midlands Police,433728.0,279181.0,On or near Fairfax Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,400781.0,299115.0,On or near Burrowes Street,Burglary,
2011-02,West Midlands Police,West Midlands Police,416336.0,286721.0,On or near Tile Cross Road,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,400812.0,287000.0,On or near Harvest Road,Violent crime,
2011-02,West Midlands Police,West Midlands Police,414970.0,282950.0,On or near Windsor Drive,Burglary,
2011-02,West Midlands Police,West Midlands Police,404929.0,294596.0,On or near St. Margarets Road,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,394723.0,300976.0,On or near Mattox Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,415972.0,294453.0,On or near Bulls Lane,Burglary,
2011-02,West Midlands Police,West Midlands Police,411448.0,289048.0,On or near Ingleton Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,398604.0,303086.0,On or near Bolton Way,Other crime,
2011-02,West Midlands Police,West Midlands Police,398109.0,286350.0,On or near Birch Drive,Other crime,
2011-02,West Midlands Police,West Midlands Police,409605.0,283958.0,On or near Lea Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,399870.0,299146.0,On or near Bentley New Drive,Other crime,
2011-02,West Midlands Police,West Midlands Police,399300.0,300757.0,On or near Fleming Place,Other crime,
2011-02,West Midlands Police,West Midlands Police,392516.0,297590.0,On or near Cable Street,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,391869.0,289080.0,On or near Byron Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,407369.0,287317.0,On or near Corporation Street,Robbery,
2011-02,West Midlands Police,West Midlands Police,402377.0,286363.0,On or near Drayton Road,Burglary,
2011-02,West Midlands Police,West Midlands Police,391839.0,303914.0,On or near Springfield Lane,Violent crime,
2011-02,West Midlands Police,West Midlands Police,414774.0,289764.0,On or near Chester Road,Robbery,
2011-02,West Midlands Police,West Midlands Police,406259.0,287096.0,On or near Parade,Other crime,
2011-02,West Midlands Police,West Midlands Police,404186.0,295528.0,On or near Peak House Road,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,432775.0,281798.0,On or near Guardhouse Road,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,408655.0,283891.0,On or near Ernest Road,Violent crime,
